id	code	caption	description	additionalInfo.format	additionalInfo.unit	additionalInfo.dataType	additionalInfo.conversionFactor	additionalInfo.noDataValue	additionalInfo.spatialResolution	additionalInfo.spatialExtent	additionalInfo.spatialReferenceSystem	additionalInfo.temporalResolution	additionalInfo.temporalExtent	additionalInfo.nearRealTime	additionalInfo.methodology	links.href
92	L3_BKA_NPP_D	Net Primary Production (Bekaa, Lebanon - Dekadal)	Net Primary Production (NPP) is a fundamental characteristic of an ecosystem, expressing the conversion of carbon dioxide into biomass driven by photosynthesis. The pixel value represents the mean daily NPP for that specific dekad.	Raster Dataset	g/m²	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.001	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The core of the methodology for deriving NPP is detailed in Veroustraete et al. (2002), whilst the practical implementation, as developed for the MARS Crop Yield Forecasting System, is described in Eerens et al. (2004). These methodologies were improved within the framework of the Copernicus Global Land Component, the most important change being the incorporation of biome-specific light-use efficiencies (LUEs).  The FRAME project applies this updated methodology, adding improvements which include the addition of a reduction factor to account for reduced water availability (i.e. soil moisture stress).The following data is used to calculate NPP:-  Daily:incoming solar radiation and temperature data (Tmin/Tmax);- Dekadal:fAPAR and soil moisture stress;- Seasonal:Land Cover.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_NPP_D
93	L3_BKA_T_A	Transpiration (Bekaa, Lebanon - Annual)	The Transpiration (T) data component is the actual transpiration of the vegetation canopy. The value of each pixel represents the total annual transpiration for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See transpiration (T) by dekad for further information. The annual total is obtained by taking the T in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_T_A
94	L3_BKA_T_D	Transpiration (Bekaa, Lebanon - Dekadal)	The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the transpiration is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating transpiration:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_T_D
95	L3_KOG_AETI_A	Actual EvapoTranspiration and Interception (Koga, Ethiopia - Annual)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The annual total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_AETI_A
96	L3_KOG_AETI_D	Actual EvapoTranspiration and Interception (Koga, Ethiopia - Dekadal)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_AETI_D
97	L3_KOG_AETI_M	Actual EvapoTranspiration and Interception (Koga, Ethiopia - Monthly)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Monthly	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_AETI_M
98	L3_KOG_E_A	Evaporation (Koga, Ethiopia - Annual)	The Evaporation (E) data component is the actual evaporation of the soil surface. The value of each pixel represents the total annual evaporation for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See evaporation (E) by dekad for further information. The annual total is obtained by taking the E in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_E_A
99	L3_KOG_E_D	Evaporation (Koga, Ethiopia - Dekadal)	The Evaporation (E) data component (dekadal, in mm/day) is the actual evaporation of the soil surface. The value of each pixel represents the average daily actual evaporation for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the evaporation is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating evaporation:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_E_D
100	L3_KOG_I_A	Interception (Koga, Ethiopia - Annual)	Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The Interception (I) data component represents the evaporation of intercepted rainfall from the vegetation canopy. The value of each pixel represents the total annual interception for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See interception (I) by dekad for further information. The annual total is obtained by taking the I in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_I_A
101	L3_KOG_I_D	Interception (Koga, Ethiopia - Dekadal)	The Interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	Evaporation of intercepted rainfall requires energy that is not available for transpiration or evaporation. Interception is a function of the vegetation cover and precipitation.Interception is relatively high with a small amount of precipitation, with the fraction intercepted decreasing quickly as precipitation increases. The maximum interception is determined by the LAI.The following data is used for calculating interception:- Daily: incoming solar radiation and weather data (temperature, humidity and precipitation);- Dekadal: NDVI.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_I_D
102	L3_KOG_NPP_D	Net Primary Production (Koga, Ethiopia - Dekadal)	Net Primary Production (NPP) is a fundamental characteristic of an ecosystem, expressing the conversion of carbon dioxide into biomass driven by photosynthesis. The pixel value represents the mean daily NPP for that specific dekad.	Raster Dataset	g/m²	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.001	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The core of the methodology for deriving NPP is detailed in Veroustraete et al. (2002), whilst the practical implementation, as developed for the MARS Crop Yield Forecasting System, is described in Eerens et al. (2004). These methodologies were improved within the framework of the Copernicus Global Land Component, the most important change being the incorporation of biome-specific light-use efficiencies (LUEs).  The FRAME project applies this updated methodology, adding improvements which include the addition of a reduction factor to account for reduced water availability (i.e. soil moisture stress).The following data is used to calculate NPP:-  Daily:incoming solar radiation and temperature data (Tmin/Tmax);- Dekadal:fAPAR and soil moisture stress;- Seasonal:Land Cover.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_NPP_D
103	L3_KOG_T_A	Transpiration (Koga, Ethiopia - Annual)	The Transpiration (T) data component is the actual transpiration of the vegetation canopy. The value of each pixel represents the total annual transpiration for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See transpiration (T) by dekad for further information. The annual total is obtained by taking the T in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_T_A
104	L3_KOG_T_D	Transpiration (Koga, Ethiopia - Dekadal)	The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Koga, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the transpiration is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating transpiration:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_KOG_T_D
105	L3_LAM_AETI_A	Actual EvapoTranspiration and Interception (Lamego, Mozambique - Annual)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Annual		See ETIa by dekad for further information. The annual total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_AETI_A
106	L3_LAM_AETI_D	Actual EvapoTranspiration and Interception (Lamego, Mozambique - Dekadal)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Dekadal (approximately every 10 days)		The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_AETI_D
107	L3_LAM_AETI_M	Actual EvapoTranspiration and Interception (Lamego, Mozambique - Monthly)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Monthly		See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_AETI_M
108	L3_LAM_E_A	Evaporation (Lamego, Mozambique - Annual)	The Evaporation (E) data component is the actual evaporation of the soil surface. The value of each pixel represents the total annual evaporation for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Annual		See evaporation (E) by dekad for further information. The annual total is obtained by taking the E in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_E_A
109	L3_LAM_E_D	Evaporation (Lamego, Mozambique - Dekadal)	The Evaporation (E) data component (dekadal, in mm/day) is the actual evaporation of the soil surface. The value of each pixel represents the average daily actual evaporation for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Dekadal (approximately every 10 days)		The calculation of the evaporation is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating evaporation:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_E_D
110	L3_LAM_I_A	Interception (Lamego, Mozambique - Annual)	Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The Interception (I) data component represents the evaporation of intercepted rainfall from the vegetation canopy. The value of each pixel represents the total annual interception for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Annual		See interception (I) by dekad for further information. The annual total is obtained by taking the I in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_I_A
111	L3_LAM_I_D	Interception (Lamego, Mozambique - Dekadal)	The Interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Dekadal (approximately every 10 days)		Evaporation of intercepted rainfall requires energy that is not available for transpiration or evaporation. Interception is a function of the vegetation cover and precipitation.Interception is relatively high with a small amount of precipitation, with the fraction intercepted decreasing quickly as precipitation increases. The maximum interception is determined by the LAI.The following data is used for calculating interception:- Daily: incoming solar radiation and weather data (temperature, humidity and precipitation);- Dekadal: NDVI.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_I_D
112	L3_LAM_NPP_D	Net Primary Production (Lamego, Mozambique - Dekadal)	Net Primary Production (NPP) is a fundamental characteristic of an ecosystem, expressing the conversion of carbon dioxide into biomass driven by photosynthesis. The pixel value represents the mean daily NPP for that specific dekad.	Raster Dataset	g/m²	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.001	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Dekadal (approximately every 10 days)		The core of the methodology for deriving NPP is detailed in Veroustraete et al. (2002), whilst the practical implementation, as developed for the MARS Crop Yield Forecasting System, is described in Eerens et al. (2004). These methodologies were improved within the framework of the Copernicus Global Land Component, the most important change being the incorporation of biome-specific light-use efficiencies (LUEs).  The FRAME project applies this updated methodology, adding improvements which include the addition of a reduction factor to account for reduced water availability (i.e. soil moisture stress).The following data is used to calculate NPP:-  Daily:incoming solar radiation and temperature data (Tmin/Tmax);- Dekadal:fAPAR and soil moisture stress;- Seasonal:Land Cover.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_NPP_D
113	L3_LAM_T_A	Transpiration (Lamego, Mozambique - Annual)	The Transpiration (T) data component is the actual transpiration of the vegetation canopy. The value of each pixel represents the total annual transpiration for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Annual		See transpiration (T) by dekad for further information. The annual total is obtained by taking the T in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_T_A
114	L3_LAM_T_D	Transpiration (Lamego, Mozambique - Dekadal)	The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Lamego, Mozambique	EPSG:32736 - WGS 84 / UTM zone 36S	from January 2009 to present	Dekadal (approximately every 10 days)		The calculation of the transpiration is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating transpiration:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_LAM_T_D
115	L3_ODN_AETI_A	Actual EvapoTranspiration and Interception (Office du Niger, Mali - Annual)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Office du Niger, Mali	EPSG:32630 - WGS 84 / UTM zone 30N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The annual total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ODN_AETI_A
116	L3_ODN_AETI_D	Actual EvapoTranspiration and Interception (Office du Niger, Mali - Dekadal)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Office du Niger, Mali	EPSG:32630 - WGS 84 / UTM zone 30N	from January 2009 to present	Dekadal (approximately every 10 days)		The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ODN_AETI_D
117	L3_ODN_AETI_M	Actual EvapoTranspiration and Interception (Office du Niger, Mali - Monthly)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Office du Niger, Mali	EPSG:32630 - WGS 84 / UTM zone 30N	from January 2009 to present	Monthly	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_ODN_AETI_M
